@relation training_kayboard

@attribute NumOfTicks numeric
@attribute PacmanX numeric
@attribute PacmanY numeric
@attribute Ghost1Dist numeric
@attribute Ghost2Dist numeric
@attribute Ghost3Dist numeric
@attribute Ghost4Dist numeric
@attribute Ghost1X numeric
@attribute Ghost1Y numeric
@attribute Ghost2X numeric
@attribute Ghost2Y numeric
@attribute Ghost3X numeric
@attribute Ghost3Y numeric
@attribute Ghost4X numeric
@attribute Ghost4Y numeric
@attribute PacDots numeric
@attribute Score numeric
@attribute Action {'East','North','South','Stop','West'}
@attribute NextScore numeric
@data
11,1,10,4,15,17,28,5,10,11,5,14,6,24,16,0,-10,'South',-11
12,1,9,4,13,17,30,5,9,10,5,15,6,24,15,0,-11,'South',-12
13,1,8,4,11,16,30,5,8,9,5,15,6,25,15,0,-12,'South',-13
14,1,7,4,9,16,30,4,8,9,6,16,6,25,14,0,-13,'South',-14
15,1,6,6,9,14,32,5,8,9,5,15,6,25,13,0,-14,'East',-15
16,2,6,5,7,12,31,5,8,9,6,14,6,25,14,0,-15,'East',-16
17,3,6,4,7,12,31,5,8,9,7,15,6,25,14,0,-16,'East',-17
18,4,6,4,7,12,29,6,8,10,7,16,6,25,15,0,-17,'North',-18
19,4,7,2,7,12,28,5,8,10,6,15,6,24,15,0,-18,'East',-19
20,5,7,2,6,11,26,5,9,10,6,15,6,24,15,0,-19,'North',-20
21,5,8,2,8,11,24,4,9,10,5,14,6,24,14,0,-20,'North',179
22,5,9,-1,10,11,24,0,0,11,5,13,6,23,14,0,179,'North',178
23,5,10,-1,12,11,24,0,0,11,4,13,7,24,14,0,178,'East',177
24,6,10,-1,12,11,24,0,0,11,3,13,6,24,15,0,177,'South',176
25,6,9,-1,10,11,24,0,0,11,4,14,6,24,16,0,176,'South',175
26,6,8,-1,8,9,25,0,0,10,4,13,6,23,16,0,175,'South',174
27,6,7,-1,8,9,25,0,0,11,4,13,5,23,16,0,174,'South',173
28,6,6,-1,8,9,27,0,0,11,3,14,5,23,15,0,173,'East',172
29,7,6,-1,6,7,25,0,0,11,4,14,6,23,16,0,172,'East',171
30,8,6,-1,4,5,25,0,0,10,4,13,6,23,15,0,171,'East',170
31,9,6,-1,3,4,23,0,0,10,4,13,6,23,16,0,170,'South',169
32,9,5,-1,3,6,23,0,0,11,4,13,7,23,15,0,169,'South',168
33,9,4,-1,1,8,25,0,0,10,4,14,7,22,15,0,168,'East',367
34,10,4,-1,-1,6,25,0,0,0,0,13,7,23,15,0,367,'East',366
35,11,4,-1,-1,5,24,0,0,0,0,13,7,23,16,0,366,'Stop',365
36,11,4,-1,-1,4,23,0,0,0,0,13,6,23,16,0,365,'Stop',364
37,11,4,-1,-1,5,24,0,0,0,0,13,7,23,15,0,364,'North',363
38,11,5,-1,-1,5,24,0,0,0,0,13,8,24,15,0,363,'North',362
39,11,6,-1,-1,3,22,0,0,0,0,13,7,25,15,0,362,'North',361
40,11,7,-1,-1,2,22,0,0,0,0,13,7,25,14,0,361,'North',360
41,11,8,-1,-1,4,21,0,0,0,0,13,6,25,15,0,360,'North',359
42,11,9,-1,-1,6,19,0,0,0,0,13,5,25,15,0,359,'North',358
43,11,10,-1,-1,7,17,0,0,0,0,13,5,24,15,0,358,'North',357
44,11,11,-1,-1,7,17,0,0,0,0,13,6,23,15,0,357,'North',356
45,11,12,-1,-1,9,16,0,0,0,0,14,6,23,16,0,356,'East',355
46,12,12,-1,-1,8,15,0,0,0,0,14,6,23,16,0,355,'East',354
47,13,12,-1,-1,6,13,0,0,0,0,13,6,23,16,0,354,'South',353
48,13,11,-1,-1,4,14,0,0,0,0,13,7,22,16,0,353,'South',352
49,13,10,-1,-1,4,14,0,0,0,0,13,6,22,16,0,352,'South',351
50,13,9,-1,-1,2,14,0,0,0,0,13,7,22,15,0,351,'South',550
51,13,8,-1,-1,-1,15,0,0,0,0,0,0,21,15,0,550,'South',549
52,13,7,-1,-1,-1,15,0,0,0,0,0,0,21,15,0,549,'North',548
53,13,8,-1,-1,-1,15,0,0,0,0,0,0,20,15,0,548,'North',547
54,13,9,-1,-1,-1,14,0,0,0,0,0,0,21,15,0,547,'North',546
55,13,10,-1,-1,-1,13,0,0,0,0,0,0,21,15,0,546,'East',545
56,14,10,-1,-1,-1,11,0,0,0,0,0,0,21,15,0,545,'East',544
57,15,10,-1,-1,-1,10,0,0,0,0,0,0,20,15,0,544,'East',543
58,16,10,-1,-1,-1,10,0,0,0,0,0,0,20,15,0,543,'East',542
59,17,10,-1,-1,-1,8,0,0,0,0,0,0,20,16,0,542,'East',541
60,18,10,-1,-1,-1,6,0,0,0,0,0,0,20,15,0,541,'East',540
61,19,10,-1,-1,-1,4,0,0,0,0,0,0,20,14,0,540,'East',539
62,20,10,-1,-1,-1,4,0,0,0,0,0,0,20,13,0,539,'North',538
63,20,11,-1,-1,-1,2,0,0,0,0,0,0,19,13,0,538,'North',0
1,1,18,13,25,28,29,5,9,11,3,17,6,25,13,0,0,'Stop',-1
2,1,18,12,25,29,29,4,9,11,3,17,5,25,13,0,-1,'Stop',-2
3,1,18,13,25,28,29,4,8,11,3,17,6,25,13,0,-2,'South',-3
4,1,17,12,23,28,27,4,8,10,3,18,6,25,13,0,-3,'South',-4
5,1,16,10,21,27,27,4,9,9,3,18,6,25,14,0,-4,'South',-5
6,1,15,10,19,27,26,5,9,9,4,18,5,25,13,0,-5,'South',-6
7,1,14,10,17,27,25,5,8,8,4,19,5,25,13,0,-6,'South',-7
8,1,13,9,17,25,24,5,8,9,4,19,6,25,13,0,-7,'South',-8
9,1,12,9,15,25,26,5,7,9,5,20,6,25,13,0,-8,'South',-9
10,1,11,9,15,25,26,6,7,9,4,21,6,25,14,0,-9,'South',-10
11,1,10,9,14,25,28,6,6,9,4,22,6,24,14,0,-10,'South',-11
12,1,9,9,12,23,28,7,6,8,4,21,6,24,15,0,-11,'South',-12
13,1,8,8,11,22,29,7,6,8,4,21,6,23,15,0,-12,'South',-13
14,1,7,8,9,20,29,8,6,8,5,20,6,23,15,0,-13,'South',-14
15,1,6,8,7,18,30,8,7,8,6,19,6,22,15,0,-14,'East',-15
16,2,6,8,7,18,28,8,8,8,7,19,5,22,15,0,-15,'East',-16
17,3,6,8,7,16,27,9,8,9,7,18,5,22,14,0,-16,'East',-17
18,4,6,8,5,16,26,9,9,9,6,18,4,22,14,0,-17,'East',-18
19,5,6,8,3,15,25,9,10,8,6,18,4,22,14,0,-18,'East',-19
20,6,6,8,2,15,23,10,10,8,6,18,3,22,14,0,-19,'East',-20
21,7,6,7,2,14,22,10,10,9,6,18,3,22,13,0,-20,'East',179
22,8,6,6,-1,12,22,10,10,0,0,17,3,22,13,0,179,'East',178
23,9,6,4,-1,12,20,9,10,0,0,18,3,23,13,0,178,'East',177
24,10,6,5,-1,10,20,9,10,0,0,18,4,22,13,0,177,'East',176
25,11,6,5,-1,9,19,9,9,0,0,18,4,23,13,0,176,'Stop',175
26,11,6,4,-1,10,20,10,9,0,0,19,4,23,13,0,175,'North',174
27,11,7,4,-1,12,20,10,10,0,0,19,3,23,14,0,174,'North',173
28,11,8,2,-1,14,18,11,10,0,0,20,3,23,15,0,173,'North',372
29,11,9,-1,-1,14,18,0,0,0,0,19,3,22,15,0,372,'North',371
30,11,10,-1,-1,14,17,0,0,0,0,18,3,23,15,0,371,'North',370
31,11,11,-1,-1,15,17,0,0,0,0,18,3,23,15,0,370,'North',369
32,11,12,-1,-1,16,15,0,0,0,0,18,3,24,15,0,369,'East',368
33,12,12,-1,-1,16,13,0,0,0,0,19,3,24,14,0,368,'East',367
34,13,12,-1,-1,14,11,0,0,0,0,19,4,23,14,0,367,'South',366
35,13,11,-1,-1,12,11,0,0,0,0,18,4,22,14,0,366,'South',365
36,13,10,-1,-1,10,13,0,0,0,0,18,5,22,13,0,365,'South',364
37,13,9,-1,-1,8,13,0,0,0,0,18,6,23,13,0,364,'South',363
38,13,8,-1,-1,8,15,0,0,0,0,19,6,22,13,0,363,'South',362
39,13,7,-1,-1,8,17,0,0,0,0,20,6,23,13,0,362,'South',361
40,13,6,-1,-1,8,19,0,0,0,0,21,6,23,14,0,361,'East',360
41,14,6,-1,-1,7,19,0,0,0,0,21,6,24,14,0,360,'East',359
42,15,6,-1,-1,7,17,0,0,0,0,22,6,24,15,0,359,'East',358
43,16,6,-1,-1,5,17,0,0,0,0,21,6,23,15,0,358,'East',357
44,17,6,-1,-1,4,15,0,0,0,0,21,6,24,15,0,357,'East',356
45,18,6,-1,-1,4,14,0,0,0,0,22,6,24,14,0,356,'East',355
46,19,6,-1,-1,3,12,0,0,0,0,22,6,24,14,0,355,'East',354
47,20,6,-1,-1,2,10,0,0,0,0,22,6,23,14,0,354,'East',353
48,21,6,-1,-1,1,10,0,0,0,0,22,6,23,13,0,353,'East',552
49,22,6,-1,-1,-1,8,0,0,0,0,0,0,23,14,0,552,'East',551
50,23,6,-1,-1,-1,10,0,0,0,0,0,0,22,14,0,551,'North',550
51,23,7,-1,-1,-1,10,0,0,0,0,0,0,22,15,0,550,'North',549
52,23,8,-1,-1,-1,8,0,0,0,0,0,0,22,16,0,549,'North',548
53,23,9,-1,-1,-1,6,0,0,0,0,0,0,23,16,0,548,'North',547
54,23,10,-1,-1,-1,4,0,0,0,0,0,0,23,15,0,547,'West',546
55,22,10,-1,-1,-1,4,0,0,0,0,0,0,23,14,0,546,'West',545
56,21,10,-1,-1,-1,6,0,0,0,0,0,0,22,14,0,545,'West',544
57,20,10,-1,-1,-1,6,0,0,0,0,0,0,23,14,0,544,'North',543
58,20,11,-1,-1,-1,6,0,0,0,0,0,0,22,14,0,543,'North',542
59,20,12,-1,-1,-1,4,0,0,0,0,0,0,22,15,0,542,'North',541
60,20,13,-1,-1,-1,3,0,0,0,0,0,0,22,14,0,541,'North',540
61,20,14,-1,-1,-1,3,0,0,0,0,0,0,22,14,0,540,'North',539
62,20,15,-1,-1,-1,3,0,0,0,0,0,0,23,14,0,539,'East',538
63,21,15,-1,-1,-1,3,0,0,0,0,0,0,23,15,0,538,'East',537
64,22,15,-1,-1,-1,1,0,0,0,0,0,0,23,16,0,537,'East',0
1,4,12,14,12,15,21,9,3,11,7,19,12,22,9,121,0,'Stop',-1
2,4,12,14,12,15,21,9,3,11,7,19,12,22,9,121,-1,'Stop',-2
3,4,12,14,12,15,21,9,3,11,7,19,12,22,9,121,-2,'East',-3
4,5,12,13,11,14,20,9,3,11,7,19,12,22,9,121,-3,'East',-4
5,6,12,12,10,13,19,9,3,11,7,19,12,22,9,121,-4,'South',95
6,6,11,11,9,14,18,9,3,11,7,19,12,22,9,120,95,'South',194
7,6,10,10,8,15,17,9,3,11,7,19,12,22,9,119,194,'East',293
8,7,10,9,7,14,16,9,3,11,7,19,12,22,9,118,293,'South',392
9,7,9,8,6,15,15,9,3,11,7,19,12,22,9,117,392,'South',491
10,7,8,7,5,16,16,9,3,11,7,19,12,22,9,116,491,'South',590
11,7,7,6,4,17,17,9,3,11,7,19,12,22,9,115,590,'South',689
12,7,6,5,5,18,18,9,3,11,7,19,12,22,9,114,689,'South',788
13,7,5,4,6,19,19,9,3,11,7,19,12,22,9,113,788,'South',887
14,7,4,3,7,20,20,9,3,11,7,19,12,22,9,112,887,'South',986
15,7,3,2,8,21,21,9,3,11,7,19,12,22,9,111,986,'East',1085
16,8,3,1,7,20,20,9,3,11,7,19,12,22,9,110,1085,'East',1284
17,9,3,-1,6,19,19,0,0,11,7,19,12,22,9,110,1284,'East',1383
18,10,3,-1,5,18,18,0,0,11,7,19,12,22,9,109,1383,'North',1482
19,10,4,-1,4,17,17,0,0,11,7,19,12,22,9,108,1482,'North',1581
20,10,5,-1,3,16,16,0,0,11,7,19,12,22,9,107,1581,'North',1680
21,10,6,-1,2,15,15,0,0,11,7,19,12,22,9,106,1680,'North',1779
22,10,7,-1,1,14,14,0,0,11,7,19,12,22,9,105,1779,'East',1978
23,11,7,-1,-1,13,13,0,0,0,0,19,12,22,9,105,1978,'East',2077
24,12,7,-1,-1,12,12,0,0,0,0,19,12,22,9,104,2077,'East',2076
25,13,7,-1,-1,11,11,0,0,0,0,19,12,22,9,104,2076,'East',2075
26,14,7,-1,-1,10,10,0,0,0,0,19,12,22,9,104,2075,'East',2174
27,15,7,-1,-1,9,9,0,0,0,0,19,12,22,9,103,2174,'East',2273
28,16,7,-1,-1,8,8,0,0,0,0,19,12,22,9,102,2273,'East',2372
29,17,7,-1,-1,7,7,0,0,0,0,19,12,22,9,101,2372,'North',2471
30,17,8,-1,-1,6,6,0,0,0,0,19,12,22,9,100,2471,'North',2570
31,17,9,-1,-1,5,5,0,0,0,0,19,12,22,9,99,2570,'East',2669
32,18,9,-1,-1,4,4,0,0,0,0,19,12,22,9,98,2669,'East',2768
33,19,9,-1,-1,3,3,0,0,0,0,19,12,22,9,97,2768,'East',2867
34,20,9,-1,-1,4,2,0,0,0,0,19,12,22,9,96,2867,'East',2866
35,21,9,-1,-1,5,1,0,0,0,0,19,12,22,9,96,2866,'East',3065
36,22,9,-1,-1,6,-1,0,0,0,0,19,12,0,0,96,3065,'North',3164
37,22,10,-1,-1,5,-1,0,0,0,0,19,12,0,0,95,3164,'North',3263
38,22,11,-1,-1,4,-1,0,0,0,0,19,12,0,0,94,3263,'West',3362
39,21,11,-1,-1,3,-1,0,0,0,0,19,12,0,0,93,3362,'West',3461
40,20,11,-1,-1,2,-1,0,0,0,0,19,12,0,0,92,3461,'North',3560
41,20,12,-1,-1,1,-1,0,0,0,0,19,12,0,0,91,3560,'West',0
1,4,12,14,12,15,21,9,3,11,7,19,12,22,9,121,0,'Stop',-1
2,4,12,13,11,14,22,9,4,11,8,18,12,22,9,121,-1,'East',-2
3,5,12,13,10,14,20,9,3,11,8,18,11,23,9,121,-2,'East',-3
4,6,12,11,8,12,18,8,3,10,8,18,12,23,10,121,-3,'South',96
5,6,11,9,6,13,16,8,4,10,9,18,12,22,10,120,96,'South',195
6,6,10,7,5,13,17,7,4,10,9,18,11,22,11,119,195,'East',294
7,7,10,7,3,13,16,8,4,9,9,18,12,22,11,118,294,'South',393
8,7,9,7,3,13,17,8,3,10,9,17,12,22,11,117,393,'South',492
9,7,8,7,5,15,17,9,3,10,10,18,12,22,11,116,492,'South',591
10,7,7,6,7,15,17,9,3,11,10,17,12,22,10,115,591,'South',690
11,7,6,4,9,16,17,9,4,11,11,17,12,21,10,114,690,'South',789
12,7,5,3,11,16,17,9,4,11,12,16,12,20,10,113,789,'South',888
13,7,4,3,12,16,19,10,4,11,12,16,11,20,9,112,888,'East',887
14,8,4,3,10,15,17,10,3,10,12,16,11,20,10,112,887,'East',886
15,9,4,2,9,13,15,10,3,10,12,16,10,19,10,112,886,'East',985
16,10,4,1,8,12,15,10,3,10,12,16,10,19,9,111,985,'East',1084
17,11,4,3,10,10,15,9,3,9,12,16,9,19,10,110,1084,'South',1083
18,11,3,1,10,12,15,10,3,9,11,17,9,20,10,110,1083,'West',1382
19,10,3,-1,8,14,17,0,0,9,10,18,9,20,9,109,1382,'North',1381
20,10,4,-1,6,12,17,0,0,9,9,17,9,21,9,109,1381,'North',1480
21,10,5,-1,4,12,17,0,0,9,8,17,10,22,9,108,1480,'North',1579
22,10,6,-1,2,12,17,0,0,9,7,18,10,23,9,107,1579,'North',1678
23,10,7,-1,2,10,17,0,0,9,6,18,9,23,10,106,1678,'West',1877
24,9,7,-1,-1,12,17,0,0,0,0,18,10,23,11,106,1877,'East',1876
25,10,7,-1,-1,12,15,0,0,0,0,19,10,23,10,106,1876,'East',1875
26,11,7,-1,-1,10,13,0,0,0,0,19,9,22,10,106,1875,'East',1974
27,12,7,-1,-1,10,13,0,0,0,0,20,9,22,9,105,1974,'East',1973
28,13,7,-1,-1,10,11,0,0,0,0,20,10,23,9,105,1973,'East',1972
29,14,7,-1,-1,9,11,0,0,0,0,20,10,22,9,105,1972,'East',2071
30,15,7,-1,-1,9,10,0,0,0,0,21,10,22,10,104,2071,'East',2170
31,16,7,-1,-1,8,10,0,0,0,0,21,10,22,10,103,2170,'East',2269
32,17,7,-1,-1,8,8,0,0,0,0,21,11,23,10,102,2269,'North',2368
33,17,8,-1,-1,6,6,0,0,0,0,20,11,22,10,101,2368,'North',2467
34,17,9,-1,-1,6,5,0,0,0,0,20,12,22,9,100,2467,'East',2566
35,18,9,-1,-1,4,4,0,0,0,0,19,12,22,9,99,2566,'East',2665
36,19,9,-1,-1,4,4,0,0,0,0,18,12,22,9,98,2665,'East',2764
37,20,9,-1,-1,5,2,0,0,0,0,18,12,23,9,97,2764,'East',2763
38,21,9,-1,-1,6,2,0,0,0,0,18,12,22,9,97,2763,'East',2762
39,22,9,-1,-1,6,1,0,0,0,0,18,11,23,9,97,2762,'North',2861
40,22,10,-1,-1,6,2,0,0,0,0,18,12,23,9,96,2861,'North',2960
41,22,11,-1,-1,6,4,0,0,0,0,17,12,23,9,95,2960,'South',2959
42,22,10,-1,-1,8,4,0,0,0,0,16,12,23,8,95,2959,'South',2958
43,22,9,-1,-1,8,3,0,0,0,0,16,11,23,7,95,2958,'South',3057
44,22,8,-1,-1,8,1,0,0,0,0,17,11,23,7,94,3057,'South',3356
45,22,7,-1,-1,10,-1,0,0,0,0,17,12,0,0,93,3356,'East',3355
46,23,7,-1,-1,10,-1,0,0,0,0,17,11,0,0,93,3355,'West',3354
47,22,7,-1,-1,10,-1,0,0,0,0,16,11,0,0,93,3354,'West',3453
48,21,7,-1,-1,10,-1,0,0,0,0,15,11,0,0,92,3453,'West',3552
49,20,7,-1,-1,8,-1,0,0,0,0,15,10,0,0,91,3552,'West',3551
50,19,7,-1,-1,7,-1,0,0,0,0,15,10,0,0,91,3551,'West',3550
51,18,7,-1,-1,7,-1,0,0,0,0,15,11,0,0,91,3550,'West',3549
52,17,7,-1,-1,7,-1,0,0,0,0,15,12,0,0,91,3549,'West',3548
53,16,7,-1,-1,6,-1,0,0,0,0,15,12,0,0,91,3548,'North',3647
54,16,8,-1,-1,5,-1,0,0,0,0,15,12,0,0,90,3647,'North',3646
55,16,9,-1,-1,3,-1,0,0,0,0,15,11,0,0,90,3646,'North',3745
56,16,10,-1,-1,3,-1,0,0,0,0,14,11,0,0,89,3745,'North',3844
57,16,11,-1,-1,3,-1,0,0,0,0,13,11,0,0,88,3844,'West',3943
58,15,11,-1,-1,3,-1,0,0,0,0,12,11,0,0,87,3943,'West',3942
59,14,11,-1,-1,2,-1,0,0,0,0,12,11,0,0,87,3942,'West',3941
60,13,11,-1,-1,2,-1,0,0,0,0,12,12,0,0,87,3941,'West',4040
61,12,11,-1,-1,2,-1,0,0,0,0,13,12,0,0,86,4040,'West',4139
62,11,11,-1,-1,4,-1,0,0,0,0,14,12,0,0,85,4139,'North',4138
63,11,12,-1,-1,4,-1,0,0,0,0,14,11,0,0,85,4138,'East',4137
64,12,12,-1,-1,4,-1,0,0,0,0,15,11,0,0,85,4137,'East',4136
65,13,12,-1,-1,4,-1,0,0,0,0,15,10,0,0,85,4136,'East',4135
66,14,12,-1,-1,4,-1,0,0,0,0,15,9,0,0,85,4135,'East',4134
67,15,12,-1,-1,4,-1,0,0,0,0,14,9,0,0,85,4134,'South',4133
68,15,11,-1,-1,4,-1,0,0,0,0,14,8,0,0,85,4133,'South',4232
69,15,10,-1,-1,4,-1,0,0,0,0,14,7,0,0,84,4232,'South',4231
70,15,9,-1,-1,2,-1,0,0,0,0,14,8,0,0,84,4231,'South',0
1,4,12,14,12,15,21,9,3,11,7,19,12,22,9,121,0,'South',-1
2,4,11,12,11,17,19,8,3,11,7,20,12,22,9,121,-1,'South',-2
3,4,10,11,10,19,19,8,3,11,7,21,12,22,10,121,-2,'South',-3
4,4,9,10,8,19,19,8,3,10,7,20,12,23,10,121,-3,'East',-4
5,5,9,10,6,17,17,9,3,9,7,20,11,23,9,121,-4,'East',-5
6,6,9,10,4,17,15,10,3,9,8,20,12,22,9,121,-5,'South',94
7,6,8,9,4,18,15,10,3,9,9,20,12,21,9,120,94,'East',193
8,7,8,7,2,16,14,10,4,9,8,20,11,20,9,119,193,'East',192
9,8,8,5,2,15,14,10,5,9,7,20,11,20,9,119,192,'East',191
10,9,8,5,2,14,12,11,5,8,7,20,11,20,10,119,191,'South',190
11,9,7,3,1,15,14,11,6,8,7,20,11,20,9,119,190,'West',389
12,8,7,4,-1,17,14,11,6,0,0,21,11,20,10,119,389,'South',488
13,8,6,3,-1,19,14,11,6,0,0,21,12,20,9,118,488,'East',587
14,9,6,1,-1,18,14,10,6,0,0,21,12,20,8,117,587,'East',886
15,10,6,-1,-1,16,12,0,0,0,0,20,12,20,9,116,886,'East',885
16,11,6,-1,-1,16,10,0,0,0,0,21,12,20,8,116,885,'East',884
17,12,6,-1,-1,15,10,0,0,0,0,21,12,19,8,116,884,'East',883
18,13,6,-1,-1,13,10,0,0,0,0,20,12,19,9,116,883,'East',882
19,14,6,-1,-1,12,10,0,0,0,0,20,12,20,9,116,882,'East',881
20,15,6,-1,-1,12,8,0,0,0,0,21,12,21,9,116,881,'North',980
21,15,7,-1,-1,10,6,0,0,0,0,20,12,21,8,115,980,'North',1079
22,15,8,-1,-1,9,7,0,0,0,0,20,12,21,7,114,1079,'East',1178
23,16,8,-1,-1,9,5,0,0,0,0,21,12,21,7,113,1178,'East',1277
24,17,8,-1,-1,9,3,0,0,0,0,22,12,20,7,112,1277,'East',1276
25,18,8,-1,-1,7,3,0,0,0,0,21,12,19,7,112,1276,'South',1275
26,18,7,-1,-1,8,1,0,0,0,0,21,12,19,6,112,1275,'East',1474
27,19,7,-1,-1,6,-1,0,0,0,0,21,11,0,0,112,1474,'East',1573
28,20,7,-1,-1,4,-1,0,0,0,0,21,10,0,0,111,1573,'North',1672
29,20,8,-1,-1,4,-1,0,0,0,0,22,10,0,0,110,1672,'North',1771
30,20,9,-1,-1,2,-1,0,0,0,0,21,10,0,0,109,1771,'East',0
1,4,12,14,12,15,21,9,3,11,7,19,12,22,9,121,0,'East',-1
2,5,12,12,10,15,20,9,4,11,8,19,11,22,9,121,-1,'East',-2
3,6,12,12,8,13,19,10,4,11,9,19,12,22,9,121,-2,'East',97
4,7,12,12,7,11,17,10,3,11,9,18,12,22,9,120,97,'East',196
5,8,12,10,5,10,15,9,3,10,9,18,12,21,9,119,196,'East',295
6,9,12,10,5,8,13,8,3,11,9,17,12,21,10,118,295,'South',294
7,9,11,10,4,8,13,7,3,11,9,16,12,21,11,118,294,'South',293
8,9,10,9,2,10,13,7,3,11,10,17,12,21,12,118,293,'South',392
9,9,9,9,2,10,15,6,3,10,10,17,11,21,11,117,392,'East',691
10,10,9,9,-1,8,13,7,3,0,0,16,11,21,12,116,691,'North',790
11,10,10,11,-1,6,13,6,3,0,0,15,11,20,12,115,790,'South',789
12,10,9,11,-1,7,13,5,3,0,0,15,11,21,12,115,789,'South',888
13,10,8,9,-1,9,15,6,3,0,0,15,12,21,11,114,888,'South',987
14,10,7,9,-1,11,17,5,3,0,0,16,12,21,12,113,987,'South',1086
15,10,6,7,-1,12,19,6,3,0,0,16,12,22,12,112,1086,'South',1185
16,10,5,5,-1,14,19,7,3,0,0,17,12,23,12,111,1185,'West',1184
17,9,5,3,-1,14,21,8,3,0,0,17,11,22,12,111,1184,'West',1183
18,8,5,2,-1,14,21,8,3,0,0,16,11,23,12,111,1183,'South',1182
19,8,4,2,-1,15,23,7,3,0,0,16,11,23,11,111,1182,'South',1281
20,8,3,2,-1,17,24,7,4,0,0,16,12,23,12,110,1281,'East',1280
21,9,3,2,-1,17,22,7,3,0,0,17,12,23,12,110,1280,'West',1279
22,8,3,1,-1,17,22,7,3,0,0,16,12,23,11,110,1279,'West',1578
23,7,3,-1,-1,18,24,0,0,0,0,16,12,23,10,109,1578,'North',1677
24,7,4,-1,-1,16,23,0,0,0,0,15,12,23,11,108,1677,'North',1776
25,7,5,-1,-1,14,21,0,0,0,0,14,12,23,11,107,1776,'North',1875
26,7,6,-1,-1,12,20,0,0,0,0,14,11,23,10,106,1875,'East',1974
27,8,6,-1,-1,10,18,0,0,0,0,14,10,23,10,105,1974,'East',2073
28,9,6,-1,-1,8,17,0,0,0,0,13,10,23,9,104,2073,'East',2072
29,10,6,-1,-1,8,15,0,0,0,0,13,11,23,9,104,2072,'East',2071
30,11,6,-1,-1,6,15,0,0,0,0,12,11,23,8,104,2071,'North',2070
31,11,7,-1,-1,6,13,0,0,0,0,13,11,23,9,104,2070,'North',2169
32,11,8,-1,-1,6,13,0,0,0,0,13,12,22,9,103,2169,'North',2168
33,11,9,-1,-1,4,13,0,0,0,0,13,11,22,10,103,2168,'North',2267
34,11,10,-1,-1,2,13,0,0,0,0,12,11,23,10,102,2267,'East',2566
35,12,10,-1,-1,-1,12,0,0,0,0,0,0,23,9,101,2566,'North',2665
36,12,11,-1,-1,-1,13,0,0,0,0,0,0,23,9,100,2665,'East',2664
37,13,11,-1,-1,-1,12,0,0,0,0,0,0,23,9,100,2664,'East',2663
38,14,11,-1,-1,-1,11,0,0,0,0,0,0,23,9,100,2663,'East',2762
39,15,11,-1,-1,-1,9,0,0,0,0,0,0,23,9,99,2762,'East',2861
40,16,11,-1,-1,-1,7,0,0,0,0,0,0,23,10,98,2861,'South',2960
41,16,10,-1,-1,-1,9,0,0,0,0,0,0,23,11,97,2960,'East',3059
42,17,10,-1,-1,-1,7,0,0,0,0,0,0,23,12,96,3059,'East',3058
43,18,10,-1,-1,-1,6,0,0,0,0,0,0,22,12,96,3058,'East',3057
44,19,10,-1,-1,-1,4,0,0,0,0,0,0,22,12,96,3057,'East',3156
45,20,10,-1,-1,-1,2,0,0,0,0,0,0,21,12,95,3156,'East',3255
46,21,10,-1,-1,-1,1,0,0,0,0,0,0,21,11,94,3255,'North',0
1,14,3,16,13,12,15,10,15,13,15,14,15,17,15,0,0,'Stop',-1
2,14,3,16,13,12,15,10,15,13,15,14,15,17,15,0,-1,'West',-2
3,13,3,15,12,13,16,10,15,13,15,14,15,17,15,0,-2,'West',-3
4,12,3,14,13,14,17,10,15,13,15,14,15,17,15,0,-3,'North',-4
5,12,4,13,12,13,16,10,15,13,15,14,15,17,15,0,-4,'North',-5
6,12,5,12,11,12,15,10,15,13,15,14,15,17,15,0,-5,'West',-6
7,11,5,11,12,13,16,10,15,13,15,14,15,17,15,0,-6,'West',-7
8,10,5,10,13,14,17,10,15,13,15,14,15,17,15,0,-7,'West',-8
9,9,5,11,14,15,18,10,15,13,15,14,15,17,15,0,-8,'North',-9
10,9,6,10,13,14,17,10,15,13,15,14,15,17,15,0,-9,'North',-10
11,9,7,9,12,13,16,10,15,13,15,14,15,17,15,0,-10,'North',-11
12,9,8,8,11,12,15,10,15,13,15,14,15,17,15,0,-11,'West',-12
13,8,8,9,12,13,16,10,15,13,15,14,15,17,15,0,-12,'West',-13
14,7,8,10,13,14,17,10,15,13,15,14,15,17,15,0,-13,'West',-14
15,6,8,11,14,15,18,10,15,13,15,14,15,17,15,0,-14,'North',-15
16,6,9,10,13,14,17,10,15,13,15,14,15,17,15,0,-15,'North',-16
17,6,10,9,12,13,16,10,15,13,15,14,15,17,15,0,-16,'North',-17
18,6,11,8,11,12,15,10,15,13,15,14,15,17,15,0,-17,'North',-18
19,6,12,7,10,11,14,10,15,13,15,14,15,17,15,0,-18,'North',-19
20,6,13,6,9,10,13,10,15,13,15,14,15,17,15,0,-19,'North',-20
21,6,14,5,8,9,12,10,15,13,15,14,15,17,15,0,-20,'North',-21
22,6,15,4,7,8,11,10,15,13,15,14,15,17,15,0,-21,'East',-22
23,7,15,3,6,7,10,10,15,13,15,14,15,17,15,0,-22,'East',-23
24,8,15,2,5,6,9,10,15,13,15,14,15,17,15,0,-23,'North',-24
25,8,16,3,6,7,10,10,15,13,15,14,15,17,15,0,-24,'North',-25
